
1087,并网电流不平衡超限,机侧故障字2,故障
2055,预留,其它故障字,故障
1086,FLASH参数校验错误,机侧故障字2,故障
2054,预留,其它故障字,故障
1085,CPLD故障,机侧故障字2,故障
2053,供电电压低,其它故障字,故障
1084,传感器自检故障,机侧故障字2,故障
2052,水温过低,其它故障字,故障
1083,FLASH故障,机侧故障字2,故障
2051,水温过高,其它故障字,故障
1082,电网相序反,机侧故障字2,故障
2050,水压偏差大,其它故障字,故障
1081,电网异常,机侧故障字2,故障
2049,水压过低,其它故障字,故障
2048,水压过高,其它故障字,故障
1079,超时脉冲封锁,机侧故障字1,故障
2047,预留,其它故障字,故障
3015,预留,告警信息,告警
1078,并网接触器异常断开,机侧故障字1,故障
2046,预留,其它故障字,故障
3014,预留,告警信息,告警
1091,相位同步超时,机侧故障字2,故障
1090,定子相序反,机侧故障字2,故障
4000,网侧运行,状态位信息,状态位
4001,并网运行,状态位信息,状态位
4002,停机,状态位信息,状态位
4003,故障停机,状态位信息,状态位
1099,锁相失败,机侧故障字3,故障
1098,转子硬件过流,机侧故障字3,故障
1097,转子峰值过流,机侧故障字3,故障
1096,直流母线过压,机侧故障字3,故障
1095,定子频率异常,机侧故障字2,故障
2063,预留,其它故障字,故障
1094,初始定子电压异常,机侧故障字2,故障
2062,预留,其它故障字,故障
1093,定子频率检测超时,机侧故障字2,故障
2061,预留,其它故障字,故障
1092,幅值同步超时,机侧故障字2,故障
2060,预留,其它故障字,故障
2059,预留,其它故障字,故障
2058,预留,其它故障字,故障
1089,并网漏电流过大,机侧故障字2,故障
2057,预留,其它故障字,故障
4010,网侧封脉冲,状态位信息,状态位
4011,机侧正常停机,状态位信息,状态位
4012,机侧封脉冲,状态位信息,状态位
4013,进入低穿,状态位信息,状态位
4014,进入高穿,状态位信息,状态位
4004,高穿发生,状态位信息,状态位
4005,低穿发生,状态位信息,状态位
4006,Chopper触发,状态位信息,状态位
4007,Crowbar触发,状态位信息,状态位
4008,主断路器闭合,状态位信息,状态位
4009,主断路器断开,状态位信息,状态位
4015,预留,状态位信息,状态位
